Date,Year,Month,State,Sales Method,Product,Gender,Type,SubType,Price per Unit,Units Sold,Revenue
2021-12-02,2021,December,North Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,115,88,10120
2021-12-02,2021,December,North Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,115,95,10925
2021-12-02,2021,December,Pennsylvania,Online,Women's Apparel,Women,Apparel,Apparel,64,10,640
2021-12-02,2021,December,Pennsylvania,Outlet,Women's Apparel,Women,Apparel,Apparel,120,50,6000
2021-12-02,2021,December,Wisconsin,In-store,Men's Apparel,Men,Apparel,Apparel,60,25,1500
2021-12-02,2021,December,Wisconsin,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,35,1750
2021-12-02,2021,December,Wisconsin,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,55,3300
2021-12-02,2021,December,Wisconsin,In-store,Women's Apparel,Women,Apparel,Apparel,65,35,2275
2021-12-02,2021,December,Wisconsin,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,25,1250
2021-12-02,2021,December,Wisconsin,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,30,1500
2021-12-02,2021,December,Wisconsin,Online,Men's Apparel,Men,Apparel,Apparel,57,7,399
2021-12-02,2021,December,Wisconsin,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,49,10,490
2021-12-02,2021,December,Wisconsin,Online,Men's Street Footwear,Men,Footwear,Street Footwear,58,14,812
2021-12-02,2021,December,Wisconsin,Online,Women's Apparel,Women,Apparel,Apparel,59,9,531
2021-12-02,2021,December,Wisconsin,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,48,7,336
2021-12-02,2021,December,Wisconsin,Online,Women's Street Footwear,Women,Footwear,Street Footwear,45,9,405
2021-12-03,2021,December,Connecticut,In-store,Men's Apparel,Men,Apparel,Apparel,65,30,1950
2021-12-03,2021,December,Connecticut,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,38,2090
2021-12-03,2021,December,Connecticut,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,58,3770
2021-12-03,2021,December,Connecticut,In-store,Women's Apparel,Women,Apparel,Apparel,70,40,2800
2021-12-03,2021,December,Connecticut,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,30,1650
2021-12-03,2021,December,Connecticut,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,35,1925
2021-12-03,2021,December,Connecticut,Online,Men's Apparel,Men,Apparel,Apparel,60,8,480
2021-12-03,2021,December,Connecticut,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,51,10,510
2021-12-03,2021,December,Connecticut,Online,Men's Street Footwear,Men,Footwear,Street Footwear,59,15,885
2021-12-03,2021,December,Connecticut,Online,Women's Apparel,Women,Apparel,Apparel,67,11,737
2021-12-03,2021,December,Connecticut,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,9,477
2021-12-03,2021,December,Connecticut,Online,Women's Street Footwear,Women,Footwear,Street Footwear,50,9,450
2021-12-03,2021,December,Connecticut,Outlet,Men's Apparel,Men,Apparel,Apparel,42,10,420
2021-12-03,2021,December,Connecticut,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,37,13,481
2021-12-03,2021,December,Connecticut,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,45,17,765
2021-12-03,2021,December,Connecticut,Outlet,Women's Apparel,Women,Apparel,Apparel,52,12,624
2021-12-03,2021,December,Connecticut,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,38,10,380
2021-12-03,2021,December,Connecticut,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,43,12,516
2021-12-03,2021,December,Pennsylvania,Online,Men's Street Footwear,Men,Footwear,Street Footwear,60,16,960
2021-12-03,2021,December,Pennsylvania,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,116,71,8236
2021-12-04,2021,December,Idaho,Online,Men's Apparel,Men,Apparel,Apparel,105,61,6405
2021-12-04,2021,December,Idaho,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,106,99,10494
2021-12-04,2021,December,Idaho,Online,Men's Street Footwear,Men,Footwear,Street Footwear,109,101,11009
2021-12-04,2021,December,Idaho,Online,Women's Apparel,Women,Apparel,Apparel,125,93,11625
2021-12-04,2021,December,Idaho,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,119,67,7973
2021-12-04,2021,December,Idaho,Online,Women's Street Footwear,Women,Footwear,Street Footwear,116,86,9976
2021-12-04,2021,December,Idaho,Outlet,Men's Apparel,Men,Apparel,Apparel,43,15,645
2021-12-04,2021,December,Idaho,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,41,24,984
2021-12-04,2021,December,Idaho,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,40,24,960
2021-12-04,2021,December,Idaho,Outlet,Women's Apparel,Women,Apparel,Apparel,47,23,1081
2021-12-04,2021,December,Idaho,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,44,18,792
2021-12-04,2021,December,Idaho,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,47,22,1034
2021-12-04,2021,December,Pennsylvania,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,54,8,432
2021-12-04,2021,December,Pennsylvania,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,104,40,4160
2021-12-05,2021,December,Iowa,In-store,Men's Apparel,Men,Apparel,Apparel,60,23,1380
2021-12-05,2021,December,Iowa,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,33,1650
2021-12-05,2021,December,Iowa,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,53,3180
2021-12-05,2021,December,Iowa,In-store,Women's Apparel,Women,Apparel,Apparel,65,33,2145
2021-12-05,2021,December,Iowa,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,23,1150
2021-12-05,2021,December,Iowa,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,28,1400
2021-12-05,2021,December,Iowa,Online,Men's Apparel,Men,Apparel,Apparel,59,6,354
2021-12-05,2021,December,Iowa,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,47,9,423
2021-12-05,2021,December,Iowa,Online,Men's Street Footwear,Men,Footwear,Street Footwear,54,15,810
2021-12-05,2021,December,Iowa,Online,Women's Apparel,Women,Apparel,Apparel,59,9,531
2021-12-05,2021,December,Iowa,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,49,6,294
2021-12-05,2021,December,Iowa,Online,Women's Street Footwear,Women,Footwear,Street Footwear,47,8,376
2021-12-05,2021,December,Pennsylvania,Online,Women's Street Footwear,Women,Footwear,Street Footwear,54,6,324
2021-12-05,2021,December,Pennsylvania,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,93,31,2883
2021-12-05,2021,December,South Carolina,Online,Men's Apparel,Men,Apparel,Apparel,136,101,13736
2021-12-05,2021,December,South Carolina,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,118,110,12980
2021-12-05,2021,December,South Carolina,Online,Men's Street Footwear,Men,Footwear,Street Footwear,137,137,18769
2021-12-05,2021,December,South Carolina,Online,Women's Apparel,Women,Apparel,Apparel,143,111,15873
2021-12-05,2021,December,South Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,119,97,11543
2021-12-05,2021,December,South Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,116,105,12180
2021-12-06,2021,December,New Jersey,In-store,Men's Apparel,Men,Apparel,Apparel,60,28,1680
2021-12-06,2021,December,New Jersey,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,35,1750
2021-12-06,2021,December,New Jersey,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,55,3300
2021-12-06,2021,December,New Jersey,In-store,Women's Apparel,Women,Apparel,Apparel,65,38,2470
2021-12-06,2021,December,New Jersey,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,28,1400
2021-12-06,2021,December,New Jersey,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,33,1650
2021-12-06,2021,December,New Jersey,Online,Men's Apparel,Men,Apparel,Apparel,55,8,440
2021-12-06,2021,December,New Jersey,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,49,11,539
2021-12-06,2021,December,New Jersey,Online,Men's Street Footwear,Men,Footwear,Street Footwear,55,15,825
2021-12-06,2021,December,New Jersey,Online,Women's Apparel,Women,Apparel,Apparel,59,10,590
2021-12-06,2021,December,New Jersey,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,47,8,376
2021-12-06,2021,December,New Jersey,Online,Women's Street Footwear,Women,Footwear,Street Footwear,49,9,441
2021-12-06,2021,December,Pennsylvania,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,6,318
2021-12-06,2021,December,Pennsylvania,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,98,26,2548
2021-12-06,2021,December,Rhode Island,In-store,Men's Apparel,Men,Apparel,Apparel,60,23,1380
2021-12-06,2021,December,Rhode Island,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,30,1500
2021-12-06,2021,December,Rhode Island,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,50,3000
2021-12-06,2021,December,Rhode Island,In-store,Women's Apparel,Women,Apparel,Apparel,65,33,2145
2021-12-06,2021,December,Rhode Island,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,23,1150
2021-12-06,2021,December,Rhode Island,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,28,1400
2021-12-06,2021,December,Rhode Island,Online,Men's Apparel,Men,Apparel,Apparel,56,7,392
2021-12-06,2021,December,Rhode Island,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,8,360
2021-12-06,2021,December,Rhode Island,Online,Men's Street Footwear,Men,Footwear,Street Footwear,54,14,756
2021-12-06,2021,December,Rhode Island,Online,Women's Apparel,Women,Apparel,Apparel,60,9,540
2021-12-06,2021,December,Rhode Island,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,48,7,336
2021-12-06,2021,December,Rhode Island,Online,Women's Street Footwear,Women,Footwear,Street Footwear,47,7,329
2021-12-06,2021,December,Rhode Island,Outlet,Men's Apparel,Men,Apparel,Apparel,41,7,287
2021-12-06,2021,December,Rhode Island,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,37,10,370
2021-12-06,2021,December,Rhode Island,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,48,16,768
2021-12-06,2021,December,Rhode Island,Outlet,Women's Apparel,Women,Apparel,Apparel,51,11,561
2021-12-06,2021,December,Rhode Island,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,34,8,272
2021-12-06,2021,December,Rhode Island,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,40,9,360
2021-12-07,2021,December,Pennsylvania,Online,Men's Apparel,Men,Apparel,Apparel,61,5,305
2021-12-07,2021,December,Pennsylvania,Outlet,Men's Apparel,Men,Apparel,Apparel,111,23,2553
2021-12-08,2021,December,New York,In-store,Men's Apparel,Men,Apparel,Apparel,65,58,3770
2021-12-08,2021,December,New York,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,68,3740
2021-12-08,2021,December,New York,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,88,5720
2021-12-08,2021,December,New York,In-store,Women's Apparel,Women,Apparel,Apparel,70,68,4760
2021-12-08,2021,December,New York,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,58,3190
2021-12-08,2021,December,New York,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,63,3465
2021-12-08,2021,December,New York,Online,Men's Apparel,Men,Apparel,Apparel,60,16,960
2021-12-08,2021,December,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,51,17,867
2021-12-08,2021,December,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,59,25,1475
2021-12-08,2021,December,New York,Online,Women's Apparel,Women,Apparel,Apparel,69,18,1242
2021-12-08,2021,December,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,54,16,864
2021-12-08,2021,December,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,52,16,832
2021-12-08,2021,December,North Dakota,In-store,Men's Apparel,Men,Apparel,Apparel,60,20,1200
2021-12-08,2021,December,North Dakota,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,30,1500
2021-12-08,2021,December,North Dakota,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,50,3000
2021-12-08,2021,December,North Dakota,In-store,Women's Apparel,Women,Apparel,Apparel,65,30,1950
2021-12-08,2021,December,North Dakota,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,20,1000
2021-12-08,2021,December,North Dakota,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,25,1250
2021-12-08,2021,December,North Dakota,Online,Men's Apparel,Men,Apparel,Apparel,58,5,290
2021-12-08,2021,December,North Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,46,8,368
2021-12-08,2021,December,North Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,55,15,825
2021-12-08,2021,December,North Dakota,Online,Women's Apparel,Women,Apparel,Apparel,63,8,504
2021-12-08,2021,December,North Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,47,5,235
2021-12-08,2021,December,North Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,48,7,336
2021-12-08,2021,December,Pennsylvania,Online,Women's Apparel,Women,Apparel,Apparel,64,10,640
2021-12-08,2021,December,Pennsylvania,Outlet,Women's Apparel,Women,Apparel,Apparel,119,47,5593
2021-12-09,2021,December,Indiana,In-store,Men's Apparel,Men,Apparel,Apparel,60,30,1800
2021-12-09,2021,December,Indiana,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,40,2000
2021-12-09,2021,December,Indiana,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,60,3600
2021-12-09,2021,December,Indiana,In-store,Women's Apparel,Women,Apparel,Apparel,65,40,2600
2021-12-09,2021,December,Indiana,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,30,1500
2021-12-09,2021,December,Indiana,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,35,1750
2021-12-09,2021,December,Indiana,Online,Men's Apparel,Men,Apparel,Apparel,54,8,432
2021-12-09,2021,December,Indiana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,49,11,539
2021-12-09,2021,December,Indiana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,58,15,870
2021-12-09,2021,December,Indiana,Online,Women's Apparel,Women,Apparel,Apparel,62,12,744
2021-12-09,2021,December,Indiana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,9,405
2021-12-09,2021,December,Indiana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,49,11,539
2021-12-09,2021,December,Ohio,Online,Men's Apparel,Men,Apparel,Apparel,143,67,9581
2021-12-09,2021,December,Ohio,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,125,81,10125
2021-12-09,2021,December,Ohio,Online,Men's Street Footwear,Men,Footwear,Street Footwear,145,106,15370
2021-12-09,2021,December,Ohio,Online,Women's Apparel,Women,Apparel,Apparel,154,79,12166
2021-12-09,2021,December,Ohio,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,128,68,8704
2021-12-09,2021,December,Ohio,Online,Women's Street Footwear,Women,Footwear,Street Footwear,124,74,9176
2021-12-09,2021,December,Pennsylvania,Online,Men's Street Footwear,Men,Footwear,Street Footwear,62,14,868
2021-12-09,2021,December,Pennsylvania,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,111,64,7104
2021-12-10,2021,December,Pennsylvania,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,48,8,384
2021-12-10,2021,December,Pennsylvania,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,90,37,3330
2021-12-10,2021,December,Utah,In-store,Men's Apparel,Men,Apparel,Apparel,40,40,1600
2021-12-10,2021,December,Utah,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,30,50,1500
2021-12-10,2021,December,Utah,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,70,2800
2021-12-10,2021,December,Utah,In-store,Women's Apparel,Women,Apparel,Apparel,45,50,2250
2021-12-10,2021,December,Utah,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,40,1200
2021-12-10,2021,December,Utah,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,30,45,1350
2021-12-10,2021,December,Utah,Online,Men's Apparel,Men,Apparel,Apparel,38,11,418
2021-12-10,2021,December,Utah,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,28,15,420
2021-12-10,2021,December,Utah,Online,Men's Street Footwear,Men,Footwear,Street Footwear,39,20,780
2021-12-10,2021,December,Utah,Online,Women's Apparel,Women,Apparel,Apparel,42,13,546
2021-12-10,2021,December,Utah,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,27,11,297
2021-12-10,2021,December,Utah,Online,Women's Street Footwear,Women,Footwear,Street Footwear,29,11,319
2021-12-10,2021,December,Utah,Outlet,Men's Apparel,Men,Apparel,Apparel,27,12,324
2021-12-10,2021,December,Utah,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,22,17,374
2021-12-10,2021,December,Utah,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,29,23,667
2021-12-10,2021,December,Utah,Outlet,Women's Apparel,Women,Apparel,Apparel,29,17,493
2021-12-10,2021,December,Utah,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,22,14,308
2021-12-10,2021,December,Utah,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,20,15,300
2021-12-10,2021,December,Vermont,In-store,Men's Apparel,Men,Apparel,Apparel,70,33,2310
2021-12-10,2021,December,Vermont,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,60,40,2400
2021-12-10,2021,December,Vermont,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,70,60,4200
2021-12-10,2021,December,Vermont,In-store,Women's Apparel,Women,Apparel,Apparel,75,43,3225
2021-12-10,2021,December,Vermont,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,60,33,1980
2021-12-10,2021,December,Vermont,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,60,38,2280
2021-12-10,2021,December,Vermont,Online,Men's Apparel,Men,Apparel,Apparel,67,8,536
2021-12-10,2021,December,Vermont,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,10,550
2021-12-10,2021,December,Vermont,Online,Men's Street Footwear,Men,Footwear,Street Footwear,64,17,1088
2021-12-10,2021,December,Vermont,Online,Women's Apparel,Women,Apparel,Apparel,68,11,748
2021-12-10,2021,December,Vermont,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,56,8,448
2021-12-10,2021,December,Vermont,Online,Women's Street Footwear,Women,Footwear,Street Footwear,55,11,605
2021-12-10,2021,December,Vermont,Outlet,Men's Apparel,Men,Apparel,Apparel,48,10,480
2021-12-10,2021,December,Vermont,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,41,13,533
2021-12-10,2021,December,Vermont,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,48,19,912
2021-12-10,2021,December,Vermont,Outlet,Women's Apparel,Women,Apparel,Apparel,60,15,900
2021-12-10,2021,December,Vermont,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,44,10,440
2021-12-10,2021,December,Vermont,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,44,13,572
2021-12-10,2021,December,Wyoming,In-store,Men's Apparel,Men,Apparel,Apparel,55,50,2750
2021-12-10,2021,December,Wyoming,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,60,2700
2021-12-10,2021,December,Wyoming,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,55,80,4400
2021-12-10,2021,December,Wyoming,In-store,Women's Apparel,Women,Apparel,Apparel,60,60,3600
2021-12-10,2021,December,Wyoming,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,50,2250
2021-12-10,2021,December,Wyoming,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,45,55,2475
2021-12-10,2021,December,Wyoming,Online,Men's Apparel,Men,Apparel,Apparel,54,15,810
2021-12-10,2021,December,Wyoming,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,44,17,748
2021-12-10,2021,December,Wyoming,Online,Men's Street Footwear,Men,Footwear,Street Footwear,52,22,1144
2021-12-10,2021,December,Wyoming,Online,Women's Apparel,Women,Apparel,Apparel,56,17,952
2021-12-10,2021,December,Wyoming,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,44,14,616
2021-12-10,2021,December,Wyoming,Online,Women's Street Footwear,Women,Footwear,Street Footwear,44,17,748
2021-12-11,2021,December,Pennsylvania,Online,Women's Street Footwear,Women,Footwear,Street Footwear,41,5,205
2021-12-11,2021,December,Pennsylvania,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,77,26,2002
2021-12-11,2021,December,South Dakota,Online,Men's Apparel,Men,Apparel,Apparel,116,25,2900
2021-12-11,2021,December,South Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,95,38,3610
2021-12-11,2021,December,South Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,118,64,7552
2021-12-11,2021,December,South Dakota,Online,Women's Apparel,Women,Apparel,Apparel,129,38,4902
2021-12-11,2021,December,South Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,95,25,2375
2021-12-11,2021,December,South Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,95,32,3040
2021-12-12,2021,December,Georgia,Online,Men's Apparel,Men,Apparel,Apparel,129,52,6708
2021-12-12,2021,December,Georgia,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,118,87,10266
2021-12-12,2021,December,Georgia,Online,Men's Street Footwear,Men,Footwear,Street Footwear,105,88,9240
2021-12-12,2021,December,Georgia,Online,Women's Apparel,Women,Apparel,Apparel,134,64,8576
2021-12-12,2021,December,Georgia,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,106,61,6466
2021-12-12,2021,December,Georgia,Online,Women's Street Footwear,Women,Footwear,Street Footwear,108,62,6696
2021-12-12,2021,December,Georgia,Outlet,Men's Apparel,Men,Apparel,Apparel,44,12,528
2021-12-12,2021,December,Georgia,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,39,22,858
2021-12-12,2021,December,Georgia,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,42,21,882
2021-12-12,2021,December,Georgia,Outlet,Women's Apparel,Women,Apparel,Apparel,47,16,752
2021-12-12,2021,December,Georgia,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,14,560
2021-12-12,2021,December,Georgia,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,36,15,540
2021-12-12,2021,December,Kansas,Online,Men's Apparel,Men,Apparel,Apparel,134,38,5092
2021-12-12,2021,December,Kansas,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,119,52,6188
2021-12-12,2021,December,Kansas,Online,Men's Street Footwear,Men,Footwear,Street Footwear,136,75,10200
2021-12-12,2021,December,Kansas,Online,Women's Apparel,Women,Apparel,Apparel,143,51,7293
2021-12-12,2021,December,Kansas,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,119,39,4641
2021-12-12,2021,December,Kansas,Online,Women's Street Footwear,Women,Footwear,Street Footwear,118,45,5310
2021-12-12,2021,December,Pennsylvania,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,41,5,205
2021-12-12,2021,December,Pennsylvania,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,77,23,1771
2021-12-13,2021,December,Delaware,In-store,Men's Apparel,Men,Apparel,Apparel,65,33,2145
2021-12-13,2021,December,Delaware,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,40,2200
2021-12-13,2021,December,Delaware,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,60,3900
2021-12-13,2021,December,Delaware,In-store,Women's Apparel,Women,Apparel,Apparel,70,43,3010
2021-12-13,2021,December,Delaware,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,33,1815
2021-12-13,2021,December,Delaware,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,38,2090
2021-12-13,2021,December,Delaware,Online,Men's Apparel,Men,Apparel,Apparel,61,9,549
2021-12-13,2021,December,Delaware,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,10,500
2021-12-13,2021,December,Delaware,Online,Men's Street Footwear,Men,Footwear,Street Footwear,62,17,1054
2021-12-13,2021,December,Delaware,Online,Women's Apparel,Women,Apparel,Apparel,65,12,780
2021-12-13,2021,December,Delaware,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,10,530
2021-12-13,2021,December,Delaware,Online,Women's Street Footwear,Women,Footwear,Street Footwear,50,11,550
2021-12-13,2021,December,Massachusetts,In-store,Men's Apparel,Men,Apparel,Apparel,65,30,1950
2021-12-13,2021,December,Massachusetts,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,38,2090
2021-12-13,2021,December,Massachusetts,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,65,58,3770
2021-12-13,2021,December,Massachusetts,In-store,Women's Apparel,Women,Apparel,Apparel,70,40,2800
2021-12-13,2021,December,Massachusetts,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,55,30,1650
2021-12-13,2021,December,Massachusetts,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,55,35,1925
2021-12-13,2021,December,Massachusetts,Online,Men's Apparel,Men,Apparel,Apparel,62,8,496
2021-12-13,2021,December,Massachusetts,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,53,11,583
2021-12-13,2021,December,Massachusetts,Online,Men's Street Footwear,Men,Footwear,Street Footwear,64,15,960
2021-12-13,2021,December,Massachusetts,Online,Women's Apparel,Women,Apparel,Apparel,65,11,715
2021-12-13,2021,December,Massachusetts,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,52,8,416
2021-12-13,2021,December,Massachusetts,Online,Women's Street Footwear,Women,Footwear,Street Footwear,51,10,510
2021-12-13,2021,December,Massachusetts,Outlet,Men's Apparel,Men,Apparel,Apparel,52,9,468
2021-12-13,2021,December,Massachusetts,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,37,11,407
2021-12-13,2021,December,Massachusetts,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,51,18,918
2021-12-13,2021,December,Massachusetts,Outlet,Women's Apparel,Women,Apparel,Apparel,51,13,663
2021-12-13,2021,December,Massachusetts,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,43,11,473
2021-12-13,2021,December,Massachusetts,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,36,11,396
2021-12-13,2021,December,Pennsylvania,Online,Men's Apparel,Men,Apparel,Apparel,50,4,200
2021-12-13,2021,December,Pennsylvania,Outlet,Men's Apparel,Men,Apparel,Apparel,91,17,1547
2021-12-14,2021,December,Pennsylvania,Online,Women's Apparel,Women,Apparel,Apparel,55,6,330
2021-12-14,2021,December,Pennsylvania,Outlet,Women's Apparel,Women,Apparel,Apparel,108,31,3348
2021-12-15,2021,December,Michigan,In-store,Men's Apparel,Men,Apparel,Apparel,60,55,3300
