Date,State,Sales Method,Product,Price per Unit,Units Sold
2021-10-24,Virginia,In-store,Women's Street Footwear,50,35
2021-10-24,Virginia,Online,Men's Apparel,53,9
2021-10-24,Virginia,Online,Men's Athletic Footwear,51,14
2021-10-24,Virginia,Online,Men's Street Footwear,38,10
2021-10-24,Virginia,Online,Women's Apparel,59,10
2021-10-24,Virginia,Online,Women's Athletic Footwear,41,10
2021-10-24,Virginia,Online,Women's Street Footwear,46,10
2021-10-24,Virginia,Outlet,Men's Apparel,42,11
2021-10-24,Virginia,Outlet,Men's Athletic Footwear,39,17
2021-10-24,Virginia,Outlet,Men's Street Footwear,28,12
2021-10-24,Virginia,Outlet,Women's Apparel,40,11
2021-10-24,Virginia,Outlet,Women's Athletic Footwear,31,10
2021-10-24,Virginia,Outlet,Women's Street Footwear,39,12
2021-10-25,Maine,Online,Men's Athletic Footwear,39,5
2021-10-25,Maine,Outlet,Men's Athletic Footwear,40,18
2021-10-25,Texas,Online,Women's Athletic Footwear,38,2
2021-10-25,Texas,Outlet,Women's Athletic Footwear,68,10
2021-10-26,Maine,Online,Women's Street Footwear,27,5
2021-10-26,Maine,Outlet,Women's Street Footwear,30,20
2021-10-26,New Mexico,Online,Men's Apparel,116,42
2021-10-26,New Mexico,Online,Men's Athletic Footwear,105,70
2021-10-26,New Mexico,Online,Men's Street Footwear,98,72
2021-10-26,New Mexico,Online,Women's Apparel,143,49
2021-10-26,New Mexico,Online,Women's Athletic Footwear,96,45
2021-10-26,New Mexico,Online,Women's Street Footwear,98,49
2021-10-26,New Mexico,Outlet,Men's Apparel,41,11
2021-10-26,New Mexico,Outlet,Men's Athletic Footwear,38,18
2021-10-26,New Mexico,Outlet,Men's Street Footwear,35,17
2021-10-26,New Mexico,Outlet,Women's Apparel,57,13
2021-10-26,New Mexico,Outlet,Women's Athletic Footwear,35,11
2021-10-26,New Mexico,Outlet,Women's Street Footwear,34,12
2021-10-26,Pennsylvania,Online,Men's Apparel,54,4
2021-10-26,Pennsylvania,Outlet,Men's Apparel,97,17
2021-10-27,Maine,Online,Women's Athletic Footwear,32,1
2021-10-27,Maine,Outlet,Women's Athletic Footwear,35,5
2021-10-27,Pennsylvania,Online,Women's Apparel,43,6
2021-10-27,Pennsylvania,Outlet,Women's Apparel,77,30
2021-10-28,Maine,Online,Men's Apparel,49,3
2021-10-28,Maine,Outlet,Men's Apparel,50,10
2021-10-28,Pennsylvania,Online,Men's Street Footwear,42,12
2021-10-28,Pennsylvania,Outlet,Men's Street Footwear,77,65
2021-10-29,Maine,Online,Women's Apparel,36,5
2021-10-29,Maine,Outlet,Women's Apparel,40,20
2021-10-29,Pennsylvania,Online,Men's Athletic Footwear,44,4
2021-10-29,Pennsylvania,Outlet,Men's Athletic Footwear,77,17
2021-10-30,Maine,Online,Men's Street Footwear,37,12
2021-10-30,Maine,Outlet,Men's Street Footwear,40,45
2021-10-30,Pennsylvania,Online,Women's Street Footwear,34,5
2021-10-30,Pennsylvania,Outlet,Women's Street Footwear,60,23
2021-10-31,Maine,Online,Men's Athletic Footwear,37,4
2021-10-31,Maine,Outlet,Men's Athletic Footwear,40,15
2021-10-31,Pennsylvania,Online,Women's Athletic Footwear,39,1
2021-10-31,Pennsylvania,Outlet,Women's Athletic Footwear,68,7
2021-11-01,Maine,Online,Women's Street Footwear,27,4
2021-11-01,Maine,Outlet,Women's Street Footwear,30,15
2021-11-01,Pennsylvania,Online,Men's Apparel,51,4
2021-11-01,Pennsylvania,Outlet,Men's Apparel,94,17
2021-11-02,Maine,Online,Women's Athletic Footwear,33,2
2021-11-02,Maine,Outlet,Women's Athletic Footwear,35,8
2021-11-02,Pennsylvania,Online,Women's Apparel,44,7
2021-11-02,Pennsylvania,Outlet,Women's Apparel,75,30
2021-11-03,Maine,Online,Men's Apparel,47,2
2021-11-03,Maine,Outlet,Men's Apparel,50,8
2021-11-03,North Carolina,Online,Men's Apparel,147,79
2021-11-03,North Carolina,Online,Men's Athletic Footwear,67,85
2021-11-03,North Carolina,Online,Men's Street Footwear,89,105
2021-11-03,North Carolina,Online,Women's Apparel,147,94
2021-11-03,North Carolina,Online,Women's Athletic Footwear,115,81
2021-11-03,North Carolina,Online,Women's Street Footwear,78,77
2021-11-03,Pennsylvania,Online,Men's Street Footwear,49,12
2021-11-03,Pennsylvania,Outlet,Men's Street Footwear,89,61
2021-11-03,Wisconsin,In-store,Men's Apparel,60,20
2021-11-03,Wisconsin,In-store,Men's Athletic Footwear,35,30
2021-11-03,Wisconsin,In-store,Men's Street Footwear,45,40
2021-11-03,Wisconsin,In-store,Women's Apparel,65,30
2021-11-03,Wisconsin,In-store,Women's Athletic Footwear,35,23
2021-11-03,Wisconsin,In-store,Women's Street Footwear,35,25
2021-11-03,Wisconsin,Online,Men's Apparel,58,6
2021-11-03,Wisconsin,Online,Men's Athletic Footwear,32,8
2021-11-03,Wisconsin,Online,Men's Street Footwear,41,10
2021-11-03,Wisconsin,Online,Women's Apparel,61,8
2021-11-03,Wisconsin,Online,Women's Athletic Footwear,33,7
2021-11-03,Wisconsin,Online,Women's Street Footwear,33,7
2021-11-04,Connecticut,In-store,Men's Apparel,65,25
2021-11-04,Connecticut,In-store,Men's Athletic Footwear,55,30
2021-11-04,Connecticut,In-store,Men's Street Footwear,65,43
2021-11-04,Connecticut,In-store,Women's Apparel,70,35
2021-11-04,Connecticut,In-store,Women's Athletic Footwear,55,28
2021-11-04,Connecticut,In-store,Women's Street Footwear,55,30
2021-11-04,Connecticut,Online,Men's Apparel,60,7
2021-11-04,Connecticut,Online,Men's Athletic Footwear,51,8
2021-11-04,Connecticut,Online,Men's Street Footwear,60,11
2021-11-04,Connecticut,Online,Women's Apparel,67,10
2021-11-04,Connecticut,Online,Women's Athletic Footwear,50,8
2021-11-04,Connecticut,Online,Women's Street Footwear,51,8
2021-11-04,Connecticut,Outlet,Men's Apparel,44,9
2021-11-04,Connecticut,Outlet,Men's Athletic Footwear,37,11
2021-11-04,Connecticut,Outlet,Men's Street Footwear,51,15
2021-11-04,Connecticut,Outlet,Women's Apparel,52,12
2021-11-04,Connecticut,Outlet,Women's Athletic Footwear,39,8
2021-11-04,Connecticut,Outlet,Women's Street Footwear,36,10
2021-11-04,Maine,Online,Women's Apparel,39,6
2021-11-04,Maine,Outlet,Women's Apparel,40,23
2021-11-04,Pennsylvania,Online,Men's Athletic Footwear,47,4
2021-11-04,Pennsylvania,Outlet,Men's Athletic Footwear,83,20
2021-11-05,Idaho,Online,Men's Apparel,109,54
2021-11-05,Idaho,Online,Men's Athletic Footwear,67,87
2021-11-05,Idaho,Online,Men's Street Footwear,68,86
2021-11-05,Idaho,Online,Women's Apparel,128,79
2021-11-05,Idaho,Online,Women's Athletic Footwear,114,57
2021-11-05,Idaho,Online,Women's Street Footwear,118,75
2021-11-05,Idaho,Outlet,Men's Apparel,41,15
2021-11-05,Idaho,Outlet,Men's Athletic Footwear,28,22
2021-11-05,Idaho,Outlet,Men's Street Footwear,27,20
2021-11-05,Idaho,Outlet,Women's Apparel,51,19
2021-11-05,Idaho,Outlet,Women's Athletic Footwear,43,16
2021-11-05,Idaho,Outlet,Women's Street Footwear,42,21
2021-11-05,Maine,Online,Men's Street Footwear,52,14
2021-11-05,Maine,Outlet,Men's Street Footwear,55,50
2021-11-05,Pennsylvania,Online,Women's Street Footwear,36,5
2021-11-05,Pennsylvania,Outlet,Women's Street Footwear,69,24
2021-11-06,Iowa,In-store,Men's Apparel,60,18
2021-11-06,Iowa,In-store,Men's Athletic Footwear,35,28
2021-11-06,Iowa,In-store,Men's Street Footwear,45,40
2021-11-06,Iowa,In-store,Women's Apparel,65,28
2021-11-06,Iowa,In-store,Women's Athletic Footwear,35,20
2021-11-06,Iowa,In-store,Women's Street Footwear,35,22
2021-11-06,Iowa,Online,Men's Apparel,55,5
2021-11-06,Iowa,Online,Men's Athletic Footwear,32,7
2021-11-06,Iowa,Online,Men's Street Footwear,41,11
2021-11-06,Iowa,Online,Women's Apparel,59,7
2021-11-06,Iowa,Online,Women's Athletic Footwear,34,5
2021-11-06,Iowa,Online,Women's Street Footwear,32,6
2021-11-06,Maine,Online,Men's Athletic Footwear,48,6
2021-11-06,Maine,Outlet,Men's Athletic Footwear,50,20
2021-11-06,Pennsylvania,Online,Women's Athletic Footwear,43,1
2021-11-06,Pennsylvania,Outlet,Women's Athletic Footwear,77,4
2021-11-06,South Carolina,Online,Men's Apparel,136,93
2021-11-06,South Carolina,Online,Men's Athletic Footwear,89,94
2021-11-06,South Carolina,Online,Men's Street Footwear,105,121
2021-11-06,South Carolina,Online,Women's Apparel,149,104
2021-11-06,South Carolina,Online,Women's Athletic Footwear,108,98
2021-11-06,South Carolina,Online,Women's Street Footwear,88,90
2021-11-07,Maine,Online,Women's Street Footwear,42,5
2021-11-07,Maine,Outlet,Women's Street Footwear,45,18
2021-11-07,New Jersey,In-store,Men's Apparel,60,23
2021-11-07,New Jersey,In-store,Men's Athletic Footwear,50,28
2021-11-07,New Jersey,In-store,Men's Street Footwear,60,40
2021-11-07,New Jersey,In-store,Women's Apparel,65,33
2021-11-07,New Jersey,In-store,Women's Athletic Footwear,50,25
2021-11-07,New Jersey,In-store,Women's Street Footwear,50,27
2021-11-07,New Jersey,Online,Men's Apparel,55,6
2021-11-07,New Jersey,Online,Men's Athletic Footwear,46,8
2021-11-07,New Jersey,Online,Men's Street Footwear,59,11
2021-11-07,New Jersey,Online,Women's Apparel,59,9
2021-11-07,New Jersey,Online,Women's Athletic Footwear,49,7
2021-11-07,New Jersey,Online,Women's Street Footwear,48,7
2021-11-07,Pennsylvania,Online,Men's Apparel,58,2
2021-11-07,Pennsylvania,Outlet,Men's Apparel,101,10
2021-11-07,Rhode Island,In-store,Men's Apparel,60,18
2021-11-07,Rhode Island,In-store,Men's Athletic Footwear,50,23
2021-11-07,Rhode Island,In-store,Men's Street Footwear,60,35
2021-11-07,Rhode Island,In-store,Women's Apparel,65,28
2021-11-07,Rhode Island,In-store,Women's Athletic Footwear,50,20
2021-11-07,Rhode Island,In-store,Women's Street Footwear,50,22
2021-11-07,Rhode Island,Online,Men's Apparel,58,4
2021-11-07,Rhode Island,Online,Men's Athletic Footwear,46,6
2021-11-07,Rhode Island,Online,Men's Street Footwear,55,10
2021-11-07,Rhode Island,Online,Women's Apparel,60,8
2021-11-07,Rhode Island,Online,Women's Athletic Footwear,48,6
2021-11-07,Rhode Island,Online,Women's Street Footwear,48,6
2021-11-07,Rhode Island,Outlet,Men's Apparel,43,6
2021-11-07,Rhode Island,Outlet,Men's Athletic Footwear,40,7
2021-11-07,Rhode Island,Outlet,Men's Street Footwear,40,11
2021-11-07,Rhode Island,Outlet,Women's Apparel,46,8
2021-11-07,Rhode Island,Outlet,Women's Athletic Footwear,36,7
2021-11-07,Rhode Island,Outlet,Women's Street Footwear,37,7
2021-11-08,Maine,Online,Women's Athletic Footwear,41,3
2021-11-08,Maine,Outlet,Women's Athletic Footwear,45,13
2021-11-08,Pennsylvania,Online,Women's Apparel,47,4
2021-11-08,Pennsylvania,Outlet,Women's Apparel,88,24
2021-11-09,Maine,Online,Men's Apparel,51,4
2021-11-09,Maine,Outlet,Men's Apparel,55,15
2021-11-09,New York,In-store,Men's Apparel,65,55
2021-11-09,New York,In-store,Men's Athletic Footwear,50,60
2021-11-09,New York,In-store,Men's Street Footwear,60,78
2021-11-09,New York,In-store,Women's Apparel,70,65
2021-11-09,New York,In-store,Women's Athletic Footwear,50,58
2021-11-09,New York,In-store,Women's Street Footwear,50,55
2021-11-09,New York,Online,Men's Apparel,62,15
2021-11-09,New York,Online,Men's Athletic Footwear,49,16
2021-11-09,New York,Online,Men's Street Footwear,56,22
2021-11-09,New York,Online,Women's Apparel,68,18
2021-11-09,New York,Online,Women's Athletic Footwear,47,14
2021-11-09,New York,Online,Women's Street Footwear,45,15
2021-11-09,North Dakota,In-store,Men's Apparel,60,15
2021-11-09,North Dakota,In-store,Men's Athletic Footwear,40,25
2021-11-09,North Dakota,In-store,Men's Street Footwear,50,40
2021-11-09,North Dakota,In-store,Women's Apparel,65,25
2021-11-09,North Dakota,In-store,Women's Athletic Footwear,40,18
2021-11-09,North Dakota,In-store,Women's Street Footwear,40,20
2021-11-09,North Dakota,Online,Men's Apparel,55,4
2021-11-09,North Dakota,Online,Men's Athletic Footwear,36,7
2021-11-09,North Dakota,Online,Men's Street Footwear,49,12
2021-11-09,North Dakota,Online,Women's Apparel,60,7
2021-11-09,North Dakota,Online,Women's Athletic Footwear,39,5
2021-11-09,North Dakota,Online,Women's Street Footwear,39,5
2021-11-09,Pennsylvania,Online,Men's Street Footwear,46,12
2021-11-09,Pennsylvania,Outlet,Men's Street Footwear,85,59
2021-11-10,Indiana,In-store,Men's Apparel,60,25
2021-11-10,Indiana,In-store,Men's Athletic Footwear,35,33
2021-11-10,Indiana,In-store,Men's Street Footwear,45,43
2021-11-10,Indiana,In-store,Women's Apparel,65,35
2021-11-10,Indiana,In-store,Women's Athletic Footwear,35,28
2021-11-10,Indiana,In-store,Women's Street Footwear,35,27
2021-11-10,Indiana,Online,Men's Apparel,55,8
2021-11-10,Indiana,Online,Men's Athletic Footwear,33,10
2021-11-10,Indiana,Online,Men's Street Footwear,41,12
2021-11-10,Indiana,Online,Women's Apparel,61,9
2021-11-10,Indiana,Online,Women's Athletic Footwear,34,8
2021-11-10,Indiana,Online,Women's Street Footwear,32,8
2021-11-10,Maine,Online,Women's Apparel,56,7
2021-11-10,Maine,Outlet,Women's Apparel,60,28
2021-11-10,Ohio,Online,Men's Apparel,156,62
2021-11-10,Ohio,Online,Men's Athletic Footwear,49,64
2021-11-10,Ohio,Online,Men's Street Footwear,69,85
2021-11-10,Ohio,Online,Women's Apparel,154,75
2021-11-10,Ohio,Online,Women's Athletic Footwear,124,64
2021-11-10,Ohio,Online,Women's Street Footwear,67,57
2021-11-10,Pennsylvania,Online,Men's Athletic Footwear,45,5
2021-11-10,Pennsylvania,Outlet,Men's Athletic Footwear,87,20
2021-11-11,Maine,Online,Men's Street Footwear,54,16
2021-11-11,Maine,Outlet,Men's Street Footwear,55,53
2021-11-11,Pennsylvania,Online,Women's Street Footwear,38,4
2021-11-11,Pennsylvania,Outlet,Women's Street Footwear,67,20
2021-11-11,Utah,In-store,Men's Apparel,40,35
2021-11-11,Utah,In-store,Men's Athletic Footwear,20,40
2021-11-11,Utah,In-store,Men's Street Footwear,30,55
2021-11-11,Utah,In-store,Women's Apparel,45,45
2021-11-11,Utah,In-store,Women's Athletic Footwear,20,38
2021-11-11,Utah,In-store,Women's Street Footwear,20,35
2021-11-11,Utah,Online,Men's Apparel,39,9
2021-11-11,Utah,Online,Men's Athletic Footwear,20,11
2021-11-11,Utah,Online,Men's Street Footwear,29,15
2021-11-11,Utah,Online,Women's Apparel,43,11
2021-11-11,Utah,Online,Women's Athletic Footwear,19,11
2021-11-11,Utah,Online,Women's Street Footwear,19,9
2021-11-11,Utah,Outlet,Men's Apparel,28,12
2021-11-11,Utah,Outlet,Men's Athletic Footwear,14,14
2021-11-11,Utah,Outlet,Men's Street Footwear,22,17
2021-11-11,Utah,Outlet,Women's Apparel,35,16
2021-11-11,Utah,Outlet,Women's Athletic Footwear,15,12
2021-11-11,Utah,Outlet,Women's Street Footwear,14,11
2021-11-11,Vermont,In-store,Men's Apparel,70,28
2021-11-11,Vermont,In-store,Men's Athletic Footwear,60,33
2021-11-11,Vermont,In-store,Men's Street Footwear,70,45
2021-11-11,Vermont,In-store,Women's Apparel,75,38
2021-11-11,Vermont,In-store,Women's Athletic Footwear,60,30
2021-11-11,Vermont,In-store,Women's Street Footwear,60,32
2021-11-11,Vermont,Online,Men's Apparel,67,8
2021-11-11,Vermont,Online,Men's Athletic Footwear,55,8
2021-11-11,Vermont,Online,Men's Street Footwear,64,13
2021-11-11,Vermont,Online,Women's Apparel,70,9
2021-11-11,Vermont,Online,Women's Athletic Footwear,55,8
2021-11-11,Vermont,Online,Women's Street Footwear,57,10
2021-11-11,Vermont,Outlet,Men's Apparel,50,9
2021-11-11,Vermont,Outlet,Men's Athletic Footwear,47,10
2021-11-11,Vermont,Outlet,Men's Street Footwear,54,14
2021-11-11,Vermont,Outlet,Women's Apparel,57,13
2021-11-11,Vermont,Outlet,Women's Athletic Footwear,42,10
2021-11-11,Vermont,Outlet,Women's Street Footwear,46,10
2021-11-11,Wyoming,In-store,Men's Apparel,55,48
2021-11-11,Wyoming,In-store,Men's Athletic Footwear,45,58
2021-11-11,Wyoming,In-store,Men's Street Footwear,55,75
2021-11-11,Wyoming,In-store,Women's Apparel,60,58
2021-11-11,Wyoming,In-store,Women's Athletic Footwear,45,50
2021-11-11,Wyoming,In-store,Women's Street Footwear,45,52
2021-11-11,Wyoming,Online,Men's Apparel,51,14
2021-11-11,Wyoming,Online,Men's Athletic Footwear,42,17
2021-11-11,Wyoming,Online,Men's Street Footwear,53,22
2021-11-11,Wyoming,Online,Women's Apparel,55,16
2021-11-11,Wyoming,Online,Women's Athletic Footwear,42,14
2021-11-11,Wyoming,Online,Women's Street Footwear,42,15
2021-11-12,Maine,Online,Men's Athletic Footwear,48,8
2021-11-12,Maine,Outlet,Men's Athletic Footwear,50,28
2021-11-12,Pennsylvania,Online,Women's Athletic Footwear,42,2
2021-11-12,Pennsylvania,Outlet,Women's Athletic Footwear,81,10
2021-11-12,South Dakota,Online,Men's Apparel,119,20
2021-11-12,South Dakota,Online,Men's Athletic Footwear,86,31
2021-11-12,South Dakota,Online,Men's Street Footwear,108,50
2021-11-12,South Dakota,Online,Women's Apparel,126,32
2021-11-12,South Dakota,Online,Women's Athletic Footwear,88,22
2021-11-12,South Dakota,Online,Women's Street Footwear,88,26
2021-11-13,Georgia,Online,Men's Apparel,125,45
2021-11-13,Georgia,Online,Men's Athletic Footwear,118,75
2021-11-13,Georgia,Online,Men's Street Footwear,106,67
2021-11-13,Georgia,Online,Women's Apparel,135,60
2021-11-13,Georgia,Online,Women's Athletic Footwear,106,52
2021-11-13,Georgia,Online,Women's Street Footwear,109,55
2021-11-13,Georgia,Outlet,Men's Apparel,47,12
2021-11-13,Georgia,Outlet,Men's Athletic Footwear,40,18
2021-11-13,Georgia,Outlet,Men's Street Footwear,36,17
2021-11-13,Georgia,Outlet,Women's Apparel,46,16
2021-11-13,Georgia,Outlet,Women's Athletic Footwear,37,14
2021-11-13,Georgia,Outlet,Women's Street Footwear,39,15
2021-11-13,Kansas,Online,Men's Apparel,143,32
2021-11-13,Kansas,Online,Men's Athletic Footwear,29,35
2021-11-13,Kansas,Online,Men's Street Footwear,48,57
2021-11-13,Kansas,Online,Women's Apparel,148,44
2021-11-13,Kansas,Online,Women's Athletic Footwear,109,36
2021-11-13,Kansas,Online,Women's Street Footwear,48,28
2021-11-13,Maine,Online,Women's Street Footwear,42,6
2021-11-13,Maine,Outlet,Women's Street Footwear,45,20
2021-11-13,Pennsylvania,Online,Men's Apparel,55,2
2021-11-13,Pennsylvania,Outlet,Men's Apparel,105,11
2021-11-14,Delaware,In-store,Men's Apparel,65,28
2021-11-14,Delaware,In-store,Men's Athletic Footwear,55,33
2021-11-14,Delaware,In-store,Men's Street Footwear,65,45
2021-11-14,Delaware,In-store,Women's Apparel,70,38
2021-11-14,Delaware,In-store,Women's Athletic Footwear,55,30
2021-11-14,Delaware,In-store,Women's Street Footwear,55,32
2021-11-14,Delaware,Online,Men's Apparel,60,7
2021-11-14,Delaware,Online,Men's Athletic Footwear,53,9
2021-11-14,Delaware,Online,Men's Street Footwear,60,14
2021-11-14,Delaware,Online,Women's Apparel,64,10
2021-11-14,Delaware,Online,Women's Athletic Footwear,51,8
2021-11-14,Delaware,Online,Women's Street Footwear,52,9
2021-11-14,Maine,Online,Women's Athletic Footwear,41,5
2021-11-14,Maine,Outlet,Women's Athletic Footwear,45,18
2021-11-14,Massachusetts,In-store,Men's Apparel,65,25
2021-11-14,Massachusetts,In-store,Men's Athletic Footwear,55,30
2021-11-14,Massachusetts,In-store,Men's Street Footwear,65,38
2021-11-14,Massachusetts,In-store,Women's Apparel,70,35
2021-11-14,Massachusetts,In-store,Women's Athletic Footwear,55,28
2021-11-14,Massachusetts,In-store,Women's Street Footwear,55,30
2021-11-14,Massachusetts,Online,Men's Apparel,63,7
2021-11-14,Massachusetts,Online,Men's Athletic Footwear,52,9
2021-11-14,Massachusetts,Online,Men's Street Footwear,62,11
2021-11-14,Massachusetts,Online,Women's Apparel,64,10
2021-11-14,Massachusetts,Online,Women's Athletic Footwear,51,8
2021-11-14,Massachusetts,Online,Women's Street Footwear,50,8
2021-11-14,Massachusetts,Outlet,Men's Apparel,50,8
2021-11-14,Massachusetts,Outlet,Men's Athletic Footwear,40,10
2021-11-14,Massachusetts,Outlet,Men's Street Footwear,49,12
2021-11-14,Massachusetts,Outlet,Women's Apparel,48,12
2021-11-14,Massachusetts,Outlet,Women's Athletic Footwear,42,8
2021-11-14,Massachusetts,Outlet,Women's Street Footwear,44,9
2021-11-14,Pennsylvania,Online,Women's Apparel,48,5
2021-11-14,Pennsylvania,Outlet,Women's Apparel,89,26
2021-11-15,Maine,Online,Men's Apparel,50,5
2021-11-15,Maine,Outlet,Men's Apparel,55,18
2021-11-15,Pennsylvania,Online,Men's Street Footwear,58,14
2021-11-15,Pennsylvania,Outlet,Men's Street Footwear,104,62
2021-11-16,Maine,Online,Women's Apparel,56,9
2021-11-16,Maine,Outlet,Women's Apparel,60,33
2021-11-16,Michigan,In-store,Men's Apparel,60,45
2021-11-16,Michigan,In-store,Men's Athletic Footwear,45,50
2021-11-16,Michigan,In-store,Men's Street Footwear,50,68
2021-11-16,Michigan,In-store,Women's Apparel,65,63
2021-11-16,Michigan,In-store,Women's Athletic Footwear,45,48
2021-11-16,Michigan,In-store,Women's Street Footwear,45,45
2021-11-16,Michigan,Online,Men's Apparel,59,13
2021-11-16,Michigan,Online,Men's Athletic Footwear,42,15
2021-11-16,Michigan,Online,Men's Street Footwear,49,20
2021-11-16,Michigan,Online,Women's Apparel,59,17
2021-11-16,Michigan,Online,Women's Athletic Footwear,41,14
2021-11-16,Michigan,Online,Women's Street Footwear,43,12
2021-11-16,Pennsylvania,Online,Men's Athletic Footwear,54,5
2021-11-16,Pennsylvania,Outlet,Men's Athletic Footwear,100,23
2021-11-17,Florida,In-store,Men's Apparel,85,48
2021-11-17,Florida,In-store,Men's Athletic Footwear,60,70
2021-11-17,Florida,In-store,Men's Street Footwear,55,63
2021-11-17,Florida,In-store,Women's Apparel,90,60
2021-11-17,Florida,In-store,Women's Athletic Footwear,65,50
2021-11-17,Florida,In-store,Women's Street Footwear,55,53
2021-11-17,Florida,Online,Men's Apparel,77,12
2021-11-17,Florida,Online,Men's Athletic Footwear,54,18
2021-11-17,Florida,Online,Men's Street Footwear,52,17
2021-11-17,Florida,Online,Women's Apparel,86,16
2021-11-17,Florida,Online,Women's Athletic Footwear,64,15
2021-11-17,Florida,Online,Women's Street Footwear,53,15
2021-11-17,Florida,Outlet,Men's Apparel,58,15
2021-11-17,Florida,Outlet,Men's Athletic Footwear,46,23
2021-11-17,Florida,Outlet,Men's Street Footwear,41,19
2021-11-17,Florida,Outlet,Women's Apparel,66,20
2021-11-17,Florida,Outlet,Women's Athletic Footwear,47,17
2021-11-17,Florida,Outlet,Women's Street Footwear,44,17
2021-11-17,Louisiana,Online,Men's Apparel,138,60
2021-11-17,Louisiana,Online,Men's Athletic Footwear,87,91
2021-11-17,Louisiana,Online,Men's Street Footwear,79,82
2021-11-17,Louisiana,Online,Women's Apparel,166,77
2021-11-17,Louisiana,Online,Women's Athletic Footwear,98,63
2021-11-17,Louisiana,Online,Women's Street Footwear,78,67
2021-11-17,Louisiana,Outlet,Men's Apparel,53,15
2021-11-17,Louisiana,Outlet,Men's Athletic Footwear,35,22
2021-11-17,Louisiana,Outlet,Men's Street Footwear,28,22
2021-11-17,Louisiana,Outlet,Women's Apparel,64,18
2021-11-17,Louisiana,Outlet,Women's Athletic Footwear,40,16
2021-11-17,Louisiana,Outlet,Women's Street Footwear,30,16
2021-11-17,Maine,Online,Men's Street Footwear,51,14
2021-11-17,Maine,Outlet,Men's Street Footwear,55,55
2021-11-17,Mississippi,Online,Men's Apparel,146,55
2021-11-17,Mississippi,Online,Men's Athletic Footwear,38,57
2021-11-17,Mississippi,Online,Men's Street Footwear,58,79
2021-11-17,Mississippi,Online,Women's Apparel,143,69
2021-11-17,Mississippi,Online,Women's Athletic Footwear,114,57
2021-11-17,Mississippi,Online,Women's Street Footwear,58,51
2021-11-17,Mississippi,Outlet,Men's Apparel,59,13
2021-11-17,Mississippi,Outlet,Men's Athletic Footwear,15,15
2021-11-17,Mississippi,Outlet,Men's Street Footwear,22,21
2021-11-17,Mississippi,Outlet,Women's Apparel,51,17
2021-11-17,Mississippi,Outlet,Women's Athletic Footwear,43,15
2021-11-17,Mississippi,Outlet,Women's Street Footwear,22,12
2021-11-17,Pennsylvania,Online,Women's Street Footwear,52,4
2021-11-17,Pennsylvania,Outlet,Women's Street Footwear,93,20
2021-11-17,West Virginia,In-store,Men's Apparel,65,30
2021-11-17,West Virginia,In-store,Men's Athletic Footwear,35,35
2021-11-17,West Virginia,In-store,Men's Street Footwear,45,45
2021-11-17,West Virginia,In-store,Women's Apparel,70,40
2021-11-17,West Virginia,In-store,Women's Athletic Footwear,40,33
2021-11-17,West Virginia,In-store,Women's Street Footwear,35,30
2021-11-17,West Virginia,Online,Men's Apparel,62,8
2021-11-17,West Virginia,Online,Men's Athletic Footwear,33,10
2021-11-17,West Virginia,Online,Men's Street Footwear,44,12
2021-11-17,West Virginia,Online,Women's Apparel,64,10
2021-11-17,West Virginia,Online,Women's Athletic Footwear,38,9
2021-11-17,West Virginia,Online,Women's Street Footwear,32,8
2021-11-18,Maine,Online,Men's Apparel,60,4
2021-11-18,Maine,Online,Men's Athletic Footwear,98,13
2021-11-18,Maine,Online,Men's Street Footwear,62,10
2021-11-18,Maine,Online,Women's Apparel,67,6
2021-11-18,Maine,Online,Women's Athletic Footwear,54,5
2021-11-18,Maine,Online,Women's Street Footwear,52,6
2021-11-18,Maine,Outlet,Men's Apparel,65,15
2021-11-18,Maine,Outlet,Men's Athletic Footwear,105,50
2021-11-18,Maine,Outlet,Men's Street Footwear,65,38
2021-11-18,Maine,Outlet,Women's Apparel,70,25
2021-11-18,Maine,Outlet,Women's Athletic Footwear,55,18
2021-11-18,Maine,Outlet,Women's Street Footwear,55,20
2021-11-18,Missouri,In-store,Men's Apparel,45,30
2021-11-18,Missouri,In-store,Men's Athletic Footwear,25,35
2021-11-18,Missouri,In-store,Men's Street Footwear,35,50
2021-11-18,Missouri,In-store,Women's Apparel,50,40
2021-11-18,Missouri,In-store,Women's Athletic Footwear,25,33
2021-11-18,Missouri,In-store,Women's Street Footwear,25,30
2021-11-18,Missouri,Online,Men's Apparel,43,8
2021-11-18,Missouri,Online,Men's Athletic Footwear,23,9
2021-11-18,Missouri,Online,Men's Street Footwear,34,15
2021-11-18,Missouri,Online,Women's Apparel,48,11
2021-11-18,Missouri,Online,Women's Athletic Footwear,23,9
2021-11-18,Missouri,Online,Women's Street Footwear,23,8
2021-11-18,New Hampshire,Online,Men's Apparel,71,8
2021-11-18,New Hampshire,Online,Men's Athletic Footwear,62,10
2021-11-18,New Hampshire,Online,Men's Street Footwear,68,12
2021-11-18,New Hampshire,Online,Women's Apparel,78,12
2021-11-18,New Hampshire,Online,Women's Athletic Footwear,64,9
2021-11-18,New Hampshire,Online,Women's Street Footwear,63,10
2021-11-18,New Hampshire,Outlet,Men's Apparel,134,40
2021-11-18,New Hampshire,Outlet,Men's Athletic Footwear,107,44
2021-11-18,New Hampshire,Outlet,Men's Street Footwear,134,60
